logged_at_utc,received_at_utc,mqtt_device_id,topic,boot_count,reset_reason,rssi_dbm,free_heap_bytes,min_free_heap_bytes,largest_free_block_bytes,fragmentation_pct,free_drop_pct,min_drop_pct,largest_drop_pct,alert
2026-09-09T00:55:15.190542+00:00,2026-09-09T00:55:11.545210+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-49,69904,53036,53236,23.84,1.72,5.98,0.0,OK
2026-09-09T00:56:15.200925+00:00,2026-09-09T00:56:12.066733+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-50,70212,53036,53236,24.18,1.28,5.98,0.0,OK
2026-09-09T00:57:15.200764+00:00,2026-09-09T00:57:12.598603+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-51,70212,53036,53236,24.18,1.28,5.98,0.0,OK
2026-09-09T00:58:15.198351+00:00,2026-09-09T00:58:13.016737+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-48,69904,53036,53236,23.84,1.72,5.98,0.0,OK
2026-09-09T00:59:15.201110+00:00,2026-09-09T00:59:13.521240+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-49,70212,53036,53236,24.18,1.28,5.98,0.0,OK
2026-09-09T01:00:15.196042+00:00,2026-09-09T01:00:14.032779+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-47,70212,53036,53236,24.18,1.28,5.98,0.0,OK
2026-09-09T01:01:15.186938+00:00,2026-09-09T01:01:14.550996+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-48,69892,53036,53236,23.83,1.73,5.98,0.0,OK
2026-09-09T01:02:15.188756+00:00,2026-09-09T01:02:14.995478+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-48,70212,53036,53236,24.18,1.28,5.98,0.0,OK
2026-09-09T01:03:15.187729+00:00,2026-09-09T01:03:03.407071+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-47,69904,53036,53236,23.84,1.72,5.98,0.0,OK
2026-09-09T01:04:15.198450+00:00,2026-09-09T01:04:03.940078+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-46,70212,53036,53236,24.18,1.28,5.98,0.0,OK
2026-09-09T01:05:15.201682+00:00,2026-09-09T01:05:04.451820+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-48,70212,53036,53236,24.18,1.28,5.98,0.0,OK
2026-09-09T01:06:15.201079+00:00,2026-09-09T01:06:04.965184+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-48,69892,53036,53236,23.83,1.73,5.98,0.0,OK
2026-09-09T01:07:15.195526+00:00,2026-09-09T01:07:05.394425+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-52,70212,53036,53236,24.18,1.28,5.98,0.0,OK
2026-09-09T01:08:15.193373+00:00,2026-09-09T01:08:05.896862+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-51,70212,53036,53236,24.18,1.28,5.98,0.0,OK
2026-09-09T01:09:15.191407+00:00,2026-09-09T01:09:06.416099+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-50,69904,53036,53236,23.84,1.72,5.98,0.0,OK
2026-09-09T01:10:15.188859+00:00,2026-09-09T01:10:06.931781+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-52,70212,53036,53236,24.18,1.28,5.98,0.0,OK
2026-09-09T01:11:15.201689+00:00,2026-09-09T01:11:07.467854+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-51,70212,53036,53236,24.18,1.28,5.98,0.0,OK
2026-09-09T01:12:15.186598+00:00,2026-09-09T01:12:07.899040+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-53,69904,53036,53236,23.84,1.72,5.98,0.0,OK
2026-09-09T01:13:15.195769+00:00,2026-09-09T01:13:08.385990+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-53,70212,53036,53236,24.18,1.28,5.98,0.0,OK
2026-09-09T01:14:15.193673+00:00,2026-09-09T01:14:08.900980+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-46,70212,53036,53236,24.18,1.28,5.98,0.0,OK
2026-09-09T01:15:15.191989+00:00,2026-09-09T01:15:09.425566+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-51,69904,53036,53236,23.84,1.72,5.98,0.0,OK
2026-09-09T01:16:15.194925+00:00,2026-09-09T01:16:09.943765+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-50,70212,53036,53236,24.18,1.28,5.98,0.0,OK
2026-09-09T01:17:15.187012+00:00,2026-09-09T01:17:10.382190+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-51,70212,53036,53236,24.18,1.28,5.98,0.0,OK
2026-09-09T01:18:15.190247+00:00,2026-09-09T01:18:10.880085+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-50,69904,53036,53236,23.84,1.72,5.98,0.0,OK
2026-09-09T01:19:15.199380+00:00,2026-09-09T01:19:11.394562+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-49,70212,53036,53236,24.18,1.28,5.98,0.0,OK
2026-09-09T01:20:15.187380+00:00,2026-09-09T01:20:11.912215+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-47,70212,53036,53236,24.18,1.28,5.98,0.0,OK
2026-09-09T01:21:15.201410+00:00,2026-09-09T01:21:12.438835+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-48,69904,53036,53236,23.84,1.72,5.98,0.0,OK
2026-09-09T01:22:15.197180+00:00,2026-09-09T01:22:12.879025+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-49,70212,53036,53236,24.18,1.28,5.98,0.0,OK
2026-09-09T01:23:15.191008+00:00,2026-09-09T01:23:13.364990+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-52,70212,53036,53236,24.18,1.28,5.98,0.0,OK
2026-09-09T01:24:15.202118+00:00,2026-09-09T01:24:13.887032+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-48,69904,53036,53236,23.84,1.72,5.98,0.0,OK
2026-09-09T01:25:15.219727+00:00,2026-09-09T01:25:14.407894+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-52,70212,53036,53236,24.18,1.28,5.98,0.0,OK
2026-09-09T01:26:15.228998+00:00,2026-09-09T01:26:14.919753+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-50,70212,53036,53236,24.18,1.28,5.98,0.0,OK
2026-09-09T01:27:15.228764+00:00,2026-09-09T01:27:03.253702+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-51,70212,53036,53236,24.18,1.28,5.98,0.0,OK
2026-09-09T01:28:15.224602+00:00,2026-09-09T01:28:03.769963+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-50,70212,53036,53236,24.18,1.28,5.98,0.0,OK
2026-09-09T01:29:15.220751+00:00,2026-09-09T01:29:04.305836+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-51,69892,53036,53236,23.83,1.73,5.98,0.0,OK
2026-09-09T01:30:15.219533+00:00,2026-09-09T01:30:04.740102+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-48,70212,53036,53236,24.18,1.28,5.98,0.0,OK
2026-09-09T01:31:15.230008+00:00,2026-09-09T01:31:05.242327+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-51,70212,53036,53236,24.18,1.28,5.98,0.0,OK
2026-09-09T01:32:15.221158+00:00,2026-09-09T01:32:05.740588+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-51,69904,53036,53236,23.84,1.72,5.98,0.0,OK
2026-09-09T01:33:15.220289+00:00,2026-09-09T01:33:06.260566+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-49,70212,53036,53236,24.18,1.28,5.98,0.0,OK
2026-09-09T01:34:15.226698+00:00,2026-09-09T01:34:06.780123+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-47,70212,53036,53236,24.18,1.28,5.98,0.0,OK
2026-09-09T01:35:15.221269+00:00,2026-09-09T01:35:07.209123+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-50,69904,53036,53236,23.84,1.72,5.98,0.0,OK
2026-09-09T01:36:15.231861+00:00,2026-09-09T01:36:07.725707+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-51,70212,53036,53236,24.18,1.28,5.98,0.0,OK
2026-09-09T01:37:15.224054+00:00,2026-09-09T01:37:08.228417+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-48,70212,53036,53236,24.18,1.28,5.98,0.0,OK
2026-09-09T01:38:15.232160+00:00,2026-09-09T01:38:08.748046+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-49,69892,53036,53236,23.83,1.73,5.98,0.0,OK
2026-09-09T01:39:15.230156+00:00,2026-09-09T01:39:09.199978+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-50,70212,53036,53236,24.18,1.28,5.98,0.0,OK
2026-09-09T01:40:15.229652+00:00,2026-09-09T01:40:09.684604+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-46,70212,53036,53236,24.18,1.28,5.98,0.0,OK
2026-09-09T01:41:15.224390+00:00,2026-09-09T01:41:10.204315+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-44,69892,53036,53236,23.83,1.73,5.98,0.0,OK
2026-09-09T01:42:15.221461+00:00,2026-09-09T01:42:10.729075+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-47,70212,53036,53236,24.18,1.28,5.98,0.0,OK
2026-09-09T01:43:15.227422+00:00,2026-09-09T01:43:11.173422+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-50,70212,53036,53236,24.18,1.28,5.98,0.0,OK
2026-09-09T01:44:15.225715+00:00,2026-09-09T01:44:11.664201+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-49,69904,53036,53236,23.84,1.72,5.98,0.0,OK
2026-09-09T01:45:15.221774+00:00,2026-09-09T01:45:12.173351+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-49,70212,53036,53236,24.18,1.28,5.98,0.0,OK
2026-09-09T01:46:15.219335+00:00,2026-09-09T01:46:12.695916+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-53,70212,53036,53236,24.18,1.28,5.98,0.0,OK
2026-09-09T01:47:15.227771+00:00,2026-09-09T01:47:13.209700+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-48,69892,53036,53236,23.83,1.73,5.98,0.0,OK
2026-09-09T01:48:15.222039+00:00,2026-09-09T01:48:13.646317+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-46,70212,53036,53236,24.18,1.28,5.98,0.0,OK
2026-09-09T01:49:15.218015+00:00,2026-09-09T01:49:14.141133+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-48,70212,53036,53236,24.18,1.28,5.98,0.0,OK
2026-09-09T01:50:15.230892+00:00,2026-09-09T01:50:14.660102+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-51,69904,53036,53236,23.84,1.72,5.98,0.0,OK
2026-09-09T01:51:15.227443+00:00,2026-09-09T01:51:15.185668+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-51,70212,53036,53236,24.18,1.28,5.98,0.0,OK
2026-09-09T01:52:15.230277+00:00,2026-09-09T01:52:03.532622+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-52,69904,53036,53236,23.84,1.72,5.98,0.0,OK
2026-09-09T01:53:15.227186+00:00,2026-09-09T01:53:04.045117+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-50,70212,53036,53236,24.18,1.28,5.98,0.0,OK
2026-09-09T01:54:15.222926+00:00,2026-09-09T01:54:04.550875+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-50,70212,53036,53236,24.18,1.28,5.98,0.0,OK
2026-09-09T01:55:15.220020+00:00,2026-09-09T01:55:05.069484+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-51,69892,53036,53236,23.83,1.73,5.98,0.0,OK
2026-09-09T01:56:15.231974+00:00,2026-09-09T01:56:05.511615+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-48,70212,53036,53236,24.18,1.28,5.98,0.0,OK
2026-09-09T01:57:15.228728+00:00,2026-09-09T01:57:06.005094+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-48,70212,53036,53236,24.18,1.28,5.98,0.0,OK
2026-09-09T01:58:15.224370+00:00,2026-09-09T01:58:06.523655+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-48,69904,53036,53236,23.84,1.72,5.98,0.0,OK
2026-09-09T01:59:15.222473+00:00,2026-09-09T01:59:07.039696+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-52,70212,53036,53236,24.18,1.28,5.98,0.0,OK
2026-09-09T02:00:15.219862+00:00,2026-09-09T02:00:07.562405+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-52,70212,53036,53236,24.18,1.28,5.98,0.0,OK
2026-09-09T02:01:15.225832+00:00,2026-09-09T02:01:07.991696+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-42,69904,53036,53236,23.84,1.72,5.98,0.0,OK
2026-09-09T02:02:15.232823+00:00,2026-09-09T02:02:08.492206+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-41,70212,53036,53236,24.18,1.28,5.98,0.0,OK
2026-09-09T02:03:15.227192+00:00,2026-09-09T02:03:09.010137+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-46,70212,53036,53236,24.18,1.28,5.98,0.0,OK
2026-09-09T02:04:15.230910+00:00,2026-09-09T02:04:09.522557+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-41,69892,53036,53236,23.83,1.73,5.98,0.0,OK
2026-09-09T02:05:15.229553+00:00,2026-09-09T02:05:10.054872+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-43,70212,53036,53236,24.18,1.28,5.98,0.0,OK
2026-09-09T02:06:15.231754+00:00,2026-09-09T02:06:10.471551+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-43,70212,53036,53236,24.18,1.28,5.98,0.0,OK
2026-09-09T02:07:15.219366+00:00,2026-09-09T02:07:10.991777+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-43,69904,53036,53236,23.84,1.72,5.98,0.0,OK
2026-09-09T02:08:15.232223+00:00,2026-09-09T02:08:11.505692+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-41,70212,53036,53236,24.18,1.28,5.98,0.0,OK
2026-09-09T02:09:15.220617+00:00,2026-09-09T02:09:12.012261+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-44,70212,53036,53236,24.18,1.28,5.98,0.0,OK
2026-09-09T02:10:15.230929+00:00,2026-09-09T02:10:12.453356+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-42,69904,53036,53236,23.84,1.72,5.98,0.0,OK
2026-09-09T02:11:15.219718+00:00,2026-09-09T02:11:12.954051+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-43,70212,53036,53236,24.18,1.28,5.98,0.0,OK
2026-09-09T02:12:15.219859+00:00,2026-09-09T02:12:13.470801+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-40,70212,53036,53236,24.18,1.28,5.98,0.0,OK
2026-09-09T02:13:15.230928+00:00,2026-09-09T02:13:13.986407+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-45,69892,53036,53236,23.83,1.73,5.98,0.0,OK
2026-09-09T02:14:15.228592+00:00,2026-09-09T02:14:14.422692+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-45,70212,53036,53236,24.18,1.28,5.98,0.0,OK
2026-09-09T02:15:15.226156+00:00,2026-09-09T02:15:14.925653+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-42,70212,53036,53236,24.18,1.28,5.98,0.0,OK
2026-09-09T02:16:15.222038+00:00,2026-09-09T02:16:03.358653+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-42,70212,53036,53236,24.18,1.28,5.98,0.0,OK
2026-09-09T02:17:15.229317+00:00,2026-09-09T02:17:03.879160+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-46,70212,53036,53236,24.18,1.28,5.98,0.0,OK
2026-09-09T02:18:15.224529+00:00,2026-09-09T02:18:04.315414+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-44,69892,53036,53236,23.83,1.73,5.98,0.0,OK
2026-09-09T02:19:15.223239+00:00,2026-09-09T02:19:04.809549+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-44,70212,53036,53236,24.18,1.28,5.98,0.0,OK
2026-09-09T02:20:15.222026+00:00,2026-09-09T02:20:05.332192+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-51,70212,53036,53236,24.18,1.28,5.98,0.0,OK
2026-09-09T02:21:15.231552+00:00,2026-09-09T02:21:05.847625+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-52,69904,53036,53236,23.84,1.72,5.98,0.0,OK
2026-09-09T02:22:15.223513+00:00,2026-09-09T02:22:06.357643+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-51,70212,53036,53236,24.18,1.28,5.98,0.0,OK
2026-09-09T02:23:15.230623+00:00,2026-09-09T02:23:06.800675+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-51,70212,53036,53236,24.18,1.28,5.98,0.0,OK
2026-09-09T02:24:15.222596+00:00,2026-09-09T02:24:07.298878+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-50,69904,53036,53236,23.84,1.72,5.98,0.0,OK
2026-09-09T02:25:15.220356+00:00,2026-09-09T02:25:07.823034+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-47,70212,53036,53236,24.18,1.28,5.98,0.0,OK
2026-09-09T02:26:15.232017+00:00,2026-09-09T02:26:08.333471+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-48,70212,53036,53236,24.18,1.28,5.98,0.0,OK
2026-09-09T02:27:15.229495+00:00,2026-09-09T02:27:08.771597+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-51,69892,53036,53236,23.83,1.73,5.98,0.0,OK
2026-09-09T02:28:15.222074+00:00,2026-09-09T02:28:09.273003+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-52,70212,53036,53236,24.18,1.28,5.98,0.0,OK
2026-09-09T02:29:15.231686+00:00,2026-09-09T02:29:09.785878+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-46,70212,53036,53236,24.18,1.28,5.98,0.0,OK
2026-09-09T02:30:15.222561+00:00,2026-09-09T02:30:10.307756+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-53,69892,53036,53236,23.83,1.73,5.98,0.0,OK
2026-09-09T02:31:15.220190+00:00,2026-09-09T02:31:10.822291+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-47,70212,53036,53236,24.18,1.28,5.98,0.0,OK
2026-09-09T02:32:15.230210+00:00,2026-09-09T02:32:11.257673+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-51,70212,53036,53236,24.18,1.28,5.98,0.0,OK
2026-09-09T02:33:15.225925+00:00,2026-09-09T02:33:11.758323+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-46,69904,53036,53236,23.84,1.72,5.98,0.0,OK
2026-09-09T02:34:15.220838+00:00,2026-09-09T02:34:12.278750+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-48,70212,53036,53236,24.18,1.28,5.98,0.0,OK
2026-09-09T02:35:15.231822+00:00,2026-09-09T02:35:12.792148+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-49,70212,53036,53236,24.18,1.28,5.98,0.0,OK
2026-09-09T02:36:15.228680+00:00,2026-09-09T02:36:13.321307+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-49,69892,53036,53236,23.83,1.73,5.98,0.0,OK
2026-09-09T02:37:15.227605+00:00,2026-09-09T02:37:13.739849+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-49,70212,53036,53236,24.18,1.28,5.98,0.0,OK
2026-09-09T02:38:15.223980+00:00,2026-09-09T02:38:14.253322+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-47,70212,53036,53236,24.18,1.28,5.98,0.0,OK
2026-09-09T02:39:15.222557+00:00,2026-09-09T02:39:14.766744+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-52,69904,53036,53236,23.84,1.72,5.98,0.0,OK
2026-09-09T02:40:15.218370+00:00,2026-09-09T02:40:03.203296+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-50,70212,53036,53236,24.18,1.28,5.98,0.0,OK
2026-09-09T02:41:15.220008+00:00,2026-09-09T02:41:03.644300+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-46,69892,53036,53236,23.83,1.73,5.98,0.0,OK
2026-09-09T02:42:15.227835+00:00,2026-09-09T02:42:04.150451+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-49,70212,53036,53236,24.18,1.28,5.98,0.0,OK
2026-09-09T02:43:15.223559+00:00,2026-09-09T02:43:04.654905+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-48,70212,53036,53236,24.18,1.28,5.98,0.0,OK
2026-09-09T02:44:15.222053+00:00,2026-09-09T02:44:05.186275+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-49,69904,53036,53236,23.84,1.72,5.98,0.0,OK
2026-09-09T02:45:15.220296+00:00,2026-09-09T02:45:05.686632+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-50,70212,53036,53236,24.18,1.28,5.98,0.0,OK
2026-09-09T02:46:15.231242+00:00,2026-09-09T02:46:06.128950+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-47,70212,53036,53236,24.18,1.28,5.98,0.0,OK
2026-09-09T02:47:15.231596+00:00,2026-09-09T02:47:06.635448+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-45,69904,53036,53236,23.84,1.72,5.98,0.0,OK
2026-09-09T02:48:15.229665+00:00,2026-09-09T02:48:07.146100+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-51,70212,53036,53236,24.18,1.28,5.98,0.0,OK
2026-09-09T02:49:15.221785+00:00,2026-09-09T02:49:07.673736+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-45,70212,53036,53236,24.18,1.28,5.98,0.0,OK
2026-09-09T02:50:15.229394+00:00,2026-09-09T02:50:08.185855+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-49,69892,53036,53236,23.83,1.73,5.98,0.0,OK
2026-09-09T02:51:15.228335+00:00,2026-09-09T02:51:08.626314+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-52,70212,53036,53236,24.18,1.28,5.98,0.0,OK
2026-09-09T02:52:15.221306+00:00,2026-09-09T02:52:09.118038+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-47,70212,53036,53236,24.18,1.28,5.98,0.0,OK
2026-09-09T02:53:15.232411+00:00,2026-09-09T02:53:09.633386+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-49,69904,53036,53236,23.84,1.72,5.98,0.0,OK
2026-09-09T02:54:15.232061+00:00,2026-09-09T02:54:10.156523+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-51,70212,53036,53236,24.18,1.28,5.98,0.0,OK
2026-09-09T02:55:15.218417+00:00,2026-09-09T02:55:10.676939+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-52,70212,53036,53236,24.18,1.28,5.98,0.0,OK
2026-09-09T02:56:15.229451+00:00,2026-09-09T02:56:11.120093+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-50,69892,53036,53236,23.83,1.73,5.98,0.0,OK
2026-09-09T02:57:15.221785+00:00,2026-09-09T02:57:11.609081+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-48,70212,53036,53236,24.18,1.28,5.98,0.0,OK
2026-09-09T02:58:15.227529+00:00,2026-09-09T02:58:12.126975+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-46,70212,53036,53236,24.18,1.28,5.98,0.0,OK
2026-09-09T02:59:15.223284+00:00,2026-09-09T02:59:12.639440+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-41,69904,53036,53236,23.84,1.72,5.98,0.0,OK
2026-09-09T03:00:15.221566+00:00,2026-09-09T03:00:13.095187+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-42,70212,53036,53236,24.18,1.28,5.98,0.0,OK
2026-09-09T03:01:15.233205+00:00,2026-09-09T03:01:13.586587+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-44,70188,53036,53236,24.15,1.32,5.98,0.0,OK
2026-09-09T03:02:15.242949+00:00,2026-09-09T03:02:14.091290+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-42,69904,53036,53236,23.84,1.72,5.98,0.0,OK
2026-09-09T03:03:15.238524+00:00,2026-09-09T03:03:14.615452+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-42,70212,53036,53236,24.18,1.28,5.98,0.0,OK
2026-09-09T03:04:15.241446+00:00,2026-09-09T03:04:15.128060+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-40,70212,53036,53236,24.18,1.28,5.98,0.0,OK
2026-09-09T03:05:15.241032+00:00,2026-09-09T03:05:03.470339+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-40,70212,53036,53236,24.18,1.28,5.98,0.0,OK
2026-09-09T03:06:15.238356+00:00,2026-09-09T03:06:03.980271+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-43,70212,53036,53236,24.18,1.28,5.98,0.0,OK
2026-09-09T03:07:15.236543+00:00,2026-09-09T03:07:04.494777+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-40,69904,53036,53236,23.84,1.72,5.98,0.0,OK
2026-09-09T03:08:15.234242+00:00,2026-09-09T03:08:05.018161+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-41,70212,53036,53236,24.18,1.28,5.98,0.0,OK
2026-09-09T03:09:15.249534+00:00,2026-09-09T03:09:05.452012+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-46,70212,53036,53236,24.18,1.28,5.98,0.0,OK
2026-09-09T03:10:15.251672+00:00,2026-09-09T03:10:05.954908+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-41,69904,53036,53236,23.84,1.72,5.98,0.0,OK
2026-09-09T03:11:15.251230+00:00,2026-09-09T03:11:06.469210+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-44,70212,53036,53236,24.18,1.28,5.98,0.0,OK
2026-09-09T03:12:15.255272+00:00,2026-09-09T03:12:06.995570+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-41,70212,53036,53236,24.18,1.28,5.98,0.0,OK
2026-09-09T03:13:15.256885+00:00,2026-09-09T03:13:07.500089+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-43,69904,53036,53236,23.84,1.72,5.98,0.0,OK
2026-09-09T03:14:15.259726+00:00,2026-09-09T03:14:07.934238+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-41,70212,53036,53236,24.18,1.28,5.98,0.0,OK
2026-09-09T03:15:15.254927+00:00,2026-09-09T03:15:08.440462+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-43,70212,53036,53236,24.18,1.28,5.98,0.0,OK
2026-09-09T03:16:15.250231+00:00,2026-09-09T03:16:08.957099+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-43,69872,53036,53236,23.81,1.76,5.98,0.0,OK
2026-09-09T03:17:15.263388+00:00,2026-09-09T03:17:09.476543+00:00,atelier,smartmonitor/atelier/state,36,POWER_ON,-42,70212,53036,53236,24.18,1.28,5.98,0.0,OK
